tran_proto, avg_sent_len, avg_rec_len, avg_sent_ttl, average_rec_ttl, label
0 , 31 , 26 , 32 , 121 , 4
0 , 31 , 26 , 32 , 121 , 4
0 , 46 , 13 , 48 , 60 , 4
0 , 37 , 20 , 38 , 97 , 4
0 , 31 , 20 , 38 , 48 , 4
0 , 31 , 20 , 38 , 97 , 4
0 , 50 , 32 , 42 , 81 , 4
0 , 50 , 32 , 42 , 81 , 4
0 , 47 , 30 , 42 , 40 , 4
0 , 50 , 32 , 42 , 18 , 4
0 , 47 , 30 , 42 , 40 , 4
0 , 50 , 32 , 42 , 81 , 4
0 , 140 , 178 , 36 , 100 , 4
0 , 26 , 26 , 32 , 115 , 4
0 , 110 , 243 , 38 , 25 , 4
0 , 43 , 42 , 30 , 63 , 4
0 , 68 , 192 , 35 , 49 , 4
0 , 27 , 1018 , 24 , 74 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 86 , 381 , 36 , 24 , 4
0 , 61 , 175 , 38 , 42 , 4
0 , 66 , 188 , 38 , 41 , 4
0 , 61 , 175 , 38 , 42 , 4
0 , 61 , 175 , 38 , 42 , 4
0 , 61 , 175 , 38 , 42 , 4
0 , 38 , 775 , 32 , 58 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 86 , 125 , 36 , 51 , 4
0 , 39 , 968 , 22 , 78 , 4
0 , 93 , 104 , 32 , 121 , 4
0 , 78 , 48 , 35 , 50 , 4
0 , 44 , 22 , 40 , 88 , 4
0 , 43 , 25 , 38 , 97 , 4
0 , 29 , 26 , 33 , 109 , 4
0 , 48 , 22 , 42 , 81 , 4
0 , 43 , 25 , 38 , 97 , 4
0 , 23 , 31 , 24 , 144 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 28 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 23 , 31 , 24 , 34 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 33 , 27 , 35 , 24 , 4
0 , 31 , 17 , 36 , 24 , 4
0 , 31 , 17 , 36 , 24 , 4
0 , 31 , 17 , 36 , 24 , 4
0 , 50 , 32 , 42 , 81 , 4
0 , 35 , 23 , 38 , 22 , 4
0 , 47 , 17 , 42 , 81 , 4
0 , 40 , 22 , 36 , 104 , 4
0 , 45 , 17 , 42 , 40 , 4
0 , 39 , 23 , 40 , 21 , 4
0 , 38 , 22 , 36 , 51 , 4
0 , 47 , 17 , 42 , 81 , 4
0 , 40 , 40 , 35 , 53 , 4
0 , 47 , 30 , 42 , 40 , 4
0 , 30 , 446 , 21 , 81 , 4
0 , 25 , 1110 , 25 , 72 , 4
0 , 39 , 26 , 42 , 18 , 4
0 , 218 , 198 , 38 , 90 , 4
0 , 61 , 697 , 25 , 144 , 4
0 , 76 , 484 , 34 , 110 , 4
0 , 105 , 160 , 32 , 122 , 4
0 , 166 , 105 , 36 , 100 , 4
0 , 65 , 258 , 37 , 96 , 4
0 , 87 , 162 , 36 , 104 , 4
0 , 111 , 215 , 38 , 97 , 4
0 , 33 , 20 , 42 , 77 , 4
0 , 36 , 1461 , 24 , 148 , 4
0 , 90 , 392 , 35 , 96 , 4
0 , 87 , 318 , 31 , 114 , 4
0 , 30 , 1314 , 25 , 146 , 4
0 , 16 , 742 , 25 , 134 , 4
0 , 400 , 38 , 34 , 109 , 4
0 , 62 , 91 , 35 , 53 , 4
0 , 33 , 857 , 32 , 122 , 4
0 , 59 , 523 , 29 , 133 , 4
0 , 338 , 57 , 36 , 103 , 4
0 , 29 , 1471 , 23 , 153 , 4
0 , 299 , 96 , 42 , 71 , 4
0 , 215 , 116 , 32 , 112 , 4
0 , 26 , 26 , 32 , 116 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 28 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 60 , 4
0 , 26 , 26 , 32 , 121 , 4
0 , 26 , 26 , 32 , 121 , 4
0 , 57 , 103 , 24 , 75 , 4
0 , 41 , 622 , 32 , 121 , 4
0 , 24 , 867 , 30 , 128 , 4
0 , 30 , 1313 , 26 , 143 , 4
0 , 246 , 207 , 42 , 71 , 4
0 , 162 , 257 , 35 , 99 , 4
0 , 266 , 61 , 41 , 83 , 4
